Subdivision,Total Living Area SqFt,Year Built,Bedrooms,Full Baths,Half Baths,Property Type,List Price,Sold Price,Acres,Approx Lot SqFt,Approximate Acres,Basement,Construction Type,Days On Market,Closing Date,Fireplace,Garage,HOA 1 Fees Required,Internet Listing,List Date,Master Bedroom 1st Floor,New Construction,Total Baths,Zip,Inside City,HOA Y/N,Elementary School 1,High School 1,Middle School 1,City,Restrictive Covenants
Treyburn,"2,160",1995,4,2,1,Detached,"$365,000","$365,000",.26-.5 Acres,"11,543.40",0.265,No,Site Built,16,9/20/2021,1,2,Yes,Yes,7/6/2021,Yes,No,3,27712,Yes,Yes,Durham - Little River,Durham - Northern,Durham - Lucas,Durham,Yes
Not in a Subdivision,"5,566",2013,6,4,1,Detached,"$1,675,000","$1,700,000",1-2.9 Acres,"43,560.00",1.0,Yes,Site Built,2,9/20/2021,2,2,,Yes,7/16/2021,Yes,No,5,27707,Yes,No,Durham - Hope Valley,Durham - Jordan,Durham - Githens,Durham,Yes
Deer Run,"1,430",1988,3,2,0,Detached,"$219,900","$231,000",0-.25 Acres,"18,730.80",0.43,No,Site Built,5,9/20/2021,0,0,No,Yes,8/17/2021,Yes,No,2,27704,Yes,,Durham - Merrick-Moore,Durham - Riverside,Durham - School for Creative Studies,Durham,No
Not in a Subdivision,"2,236",2021,4,3,0,Detached,"$899,000","$899,000",0-.25 Acres,"7,013.16",0.161,No,Site Built,0,9/20/2021,0,0,,Yes,6/10/2021,No,Yes,3,27705-4121,Yes,No,Durham - E.K. Powe,Durham - Riverside,Durham - Brogden,Durham,No
Kencroft,"2,149",1965,4,2,0,Detached,"$425,000","$410,000",.51-.75 Acres,"30,056.40",0.69,No,Site Built,4,9/20/2021,1,0,,Yes,8/19/2021,Yes,No,2,27705,No,No,Durham - Forest View,Durham - Jordan,Durham - Githens,Durham,No
Blackwell Heights,"1,591",1969,3,2,0,Detached,"$279,500","$287,900",.26-.5 Acres,"18,338.76",0.421,No,Site Built,1,9/20/2021,0,0,,Yes,8/24/2021,Yes,No,2,27707,Yes,,Durham - Bethesda,Durham - Hillside,Durham - Lowes Grove,Durham,No
Carolina Arbors,"1,680",2019,2,2,0,Detached,"$499,000","$480,000",0-.25 Acres,"5,793.48",0.133,Yes,Site Built,46,9/21/2021,1,2,Yes,Yes,7/8/2021,Yes,No,2,27703,Yes,Yes,Durham - Spring Valley,Durham - Southern,Durham - Neal,Durham,Yes
The Driver Lands,"1,328",1923,3,1,0,Detached,"$185,100","$187,000",.26-.5 Acres,"13,068.00",0.3,No,Site Built,0,9/21/2021,0,0,,Yes,8/5/2021,Yes,No,1,27703,Yes,No,Durham - Y E Smith,Durham - Southern,Durham - Neal,Durham,No
Copley Farm,"1,984",2019,3,2,1,Detached,"$339,900","$343,000",0-.25 Acres,"6,098.40",0.14,No,Site Built,0,9/21/2021,0,2,Yes,Yes,7/19/2021,No,No,3,27703,Yes,Yes,Durham - Merrick-Moore,Durham - Southern,Durham - Neal,Durham,Yes
Willow Hill,"1,597",1977,3,2,0,Detached,"$287,500","$287,500",.26-.5 Acres,"20,908.80",0.48,No,Site Built,3,9/21/2021,1,0,No,Yes,8/16/2021,Yes,No,2,27712,No,No,Durham - Little River,Durham - Northern,Durham - Carrington,Durham,No
Woodcroft,"1,454",1986,3,2,0,Detached,"$340,000","$334,000",0-.25 Acres,"11,325.60",0.26,No,Site Built,12,9/21/2021,1,0,Yes,Yes,7/30/2021,Yes,No,2,27713,Yes,Yes,Durham - Southwest,Durham - Jordan,Durham - Githens,Durham,Yes
Not in a Subdivision,"1,428",1987,3,2,0,Detached,"$424,000","$440,000",0-.25 Acres,"7,318.08",0.168,No,Site Built,0,9/21/2021,1,0,,Yes,8/6/2021,Yes,No,2,27701,Yes,No,Durham - Glenn,Durham - Riverside,Durham - Brogden,Durham,No
Grandale,"3,150",2006,4,2,1,Detached,"$495,000","$553,500",0-.25 Acres,"11,064.24",0.254,No,Site Built,2,9/21/2021,1,2,Yes,Yes,7/23/2021,No,No,3,27713,Yes,Yes,Durham - Parkwood,Durham - Hillside,Durham - Lowes Grove,Durham,Yes
Old Farm,"1,320",1981,3,2,0,Detached,"$234,999","$255,000",.26-.5 Acres,"21,344.40",0.49,No,Site Built,4,9/21/2021,1,2,No,Yes,8/5/2021,Yes,No,2,27704,Yes,No,Durham - Easley,Durham - Northern,Durham - Carrington,Durham,Yes
The Pointe at Stratford Lakes,"1,858",2021,3,3,1,Attached,"$313,380","$313,380",0-.25 Acres,"1,742.40",0.04,No,Site Built,0,9/21/2021,0,1,Yes,Yes,2/20/2021,No,Yes,4,27713,Yes,Yes,Durham - Southwest,Durham - Hillside,Durham - Lowes Grove,Durham,No
Brightleaf,"4,166",2016,6,5,0,Detached,"$650,000","$700,500",.26-.5 Acres,"13,939.20",0.32,No,Site Built,3,9/21/2021,1,3,Yes,Yes,7/26/2021,No,No,5,27703,Yes,Yes,Durham - Spring Valley,Durham - Southern,Durham - Neal,Durham,Yes
Hope Valley Farms,"1,991",1988,3,2,1,Detached,"$414,900","$425,000",.26-.5 Acres,"12,196.80",0.28,Yes,Site Built,8,9/21/2021,1,2,Yes,Yes,8/12/2021,Yes,No,3,27713,Yes,Yes,Durham - Hope Valley,Durham - Jordan,Durham - Githens,Durham,Yes
The Pointe at Stratford Lakes,"1,858",2021,3,3,1,Attached,"$302,580","$302,580",0-.25 Acres,"1,742.40",0.04,No,Site Built,0,9/21/2021,0,1,Yes,Yes,2/11/2021,No,Yes,4,27713,Yes,Yes,Durham - Southwest,Durham - Hillside,Durham - Lowes Grove,Durham,Yes
Not in a Subdivision,"1,547",1920,3,1,0,Detached,"$425,000","$365,000",0-.25 Acres,"9,365.40",0.215,No,Site Built,33,9/21/2021,2,0,,Yes,7/13/2021,Yes,No,1,27707,Yes,No,Durham - Lakewood,Durham - Jordan,Durham - Brogden,Durham,Yes
Brightwood Trails,"2,123",2017,4,2,1,Detached,"$425,000","$425,100",0-.25 Acres,"6,969.60",0.16,No,Site Built,5,9/21/2021,1,2,Yes,Yes,7/26/2021,Yes,No,3,27703,Yes,Yes,Durham - Spring Valley,Durham - Southern,Durham - Neal,Durham,Yes
Andrews Chapel,"2,227",2021,4,3,1,Attached,"$384,894","$384,894",0-.25 Acres,"1,742.40",0.04,No,Site Built,0,9/21/2021,0,2,Yes,Yes,3/6/2021,No,Yes,4,27703,Yes,Yes,Durham - Spring Valley,Durham - Southern,Durham - Neal,Durham,Yes
Courtyards at Andrews Chapel,"2,726",2021,3,3,0,Detached,"$656,090","$656,090",0-.25 Acres,"6,229.08",0.143,Yes,Site Built,0,9/21/2021,1,2,Yes,Yes,9/20/2021,Yes,Yes,3,27703,Yes,Yes,Durham - Spring Valley,Durham - Southern,Durham - Neal,Durham,Yes
Ellis Crossing,"2,229",2021,4,3,1,Attached,"$384,208","$382,708",0-.25 Acres,"3,484.80",0.08,No,Site Built,0,9/21/2021,0,2,Yes,Yes,2/25/2021,No,Yes,4,27703,Yes,Yes,Durham - Bethesda,Durham - Hillside,Durham - Lowes Grove,Durham,Yes
Not in a Subdivision,914,1946,2,1,0,Detached,"$300,000","$360,000",0-.25 Acres,"8,276.40",0.19,No,Site Built,3,9/21/2021,1,0,No,Yes,8/26/2021,Yes,No,1,27704,Yes,No,Durham - Glenn,Durham - Riverside,Durham - Brogden,Durham,No
Andrews Chapel,"2,227",2021,4,3,1,Attached,"$399,733","$399,733",0-.25 Acres,"1,742.40",0.04,No,Site Built,0,9/22/2021,0,2,Yes,Yes,4/21/2021,No,Yes,4,27703,Yes,Yes,Durham - Spring Valley,Durham - Southern,Durham - Neal,Durham,Yes
Yorkfield,"1,204",1998,3,2,0,Detached,"$260,000","$281,000",.26-.5 Acres,"12,327.48",0.283,No,Site Built,2,9/22/2021,0,0,,Yes,8/20/2021,Yes,No,2,27713,Yes,No,Durham - Parkwood,Durham - Hillside,Durham - Lowes Grove,Durham,Yes
Not in a Subdivision,"2,014",1958,3,2,1,Detached,"$375,000","$431,000",.26-.5 Acres,"20,037.60",0.46,No,Site Built,4,9/22/2021,2,0,,Yes,8/19/2021,Yes,No,3,27705,Yes,No,Durham - Hillandale,Durham - Riverside,Durham - Brogden,Durham,No
Pine View,"1,152",1970,3,1,0,Detached,"$149,900","$130,000",0-.25 Acres,"7,405.20",0.17,No,Site Built,11,9/22/2021,1,0,,Yes,7/25/2021,Yes,No,1,27707,Yes,,Durham - Fayetteville,Durham - Hillside,Durham - Githens,Durham,No
To Be Added,"1,333",1969,3,2,0,Detached,"$250,000","$275,000",0-.25 Acres,"11,891.88",0.273,No,Site Built,3,9/22/2021,0,1,,Yes,8/12/2021,Yes,No,2,27703,Yes,No,Durham - Merrick-Moore,Durham - Southern,Durham - Neal,Durham,No
Enclave,"1,997",2021,3,3,0,Detached,"$407,790","$407,650",0-.25 Acres,"8,145.72",0.187,No,Site Built,0,9/22/2021,1,2,Yes,Yes,2/18/2021,Yes,Yes,3,27703,Yes,Yes,Durham - Spring Valley,Durham - Southern,Durham - Neal,Durham,Yes
Not in a Subdivision,"2,012",2017,4,2,1,Detached,"$559,000","$588,000",0-.25 Acres,"5,662.80",0.13,No,Site Built,7,9/22/2021,1,1,,Yes,8/13/2021,No,No,3,27707,Yes,No,Durham - Spaulding,Durham - Jordan,Durham - Githens,Durham,No
Stone Hill Estates,"1,740",2000,3,2,1,Detached,"$265,000","$268,000",0-.25 Acres,"7,492.32",0.172,No,Site Built,0,9/22/2021,0,0,Yes,Yes,8/12/2021,No,No,3,27703,Yes,,Durham - Oakgrove,Durham - Southern,Durham - Neal,Durham,Yes
751 South,"3,222",2021,5,4,0,Detached,"$726,220","$726,220",0-.25 Acres,"4,791.60",0.11,No,Site Built,0,9/22/2021,1,2,Yes,Yes,5/21/2021,No,Yes,4,27713,No,Yes,Durham - Creekside,Durham - Jordan,Durham - Githens,Durham,Yes
Broad Acres,774,1948,2,1,0,Detached,"$249,900","$276,000",0-.25 Acres,"9,583.20",0.22,No,Site Built,2,9/22/2021,1,1,,Yes,8/17/2021,Yes,No,1,27705,Yes,No,Durham - Glenn,Durham - Riverside,Durham - Brogden,Durham,No
Penrith,"1,296",1980,3,2,1,Detached,"$275,000","$300,000",.26-.5 Acres,"13,068.00",0.3,No,Site Built,4,9/22/2021,1,0,,Yes,8/9/2021,Yes,No,3,27713,Yes,No,Durham - Parkwood,Durham - Hillside,Durham - Lowes Grove,Durham,Yes
Edgemont,"1,168",1992,3,2,0,Detached,"$215,000","$202,500",0-.25 Acres,"5,227.20",0.12,No,Site Built,7,9/22/2021,1,0,,Yes,8/23/2021,Yes,No,2,27701-4105,Yes,No,Durham - Pearson,Durham - Riverside,Durham - Brogden,Durham,Yes
Audubon Park,"2,193",2000,4,2,1,Detached,"$395,000","$403,000",0-.25 Acres,"9,583.20",0.22,No,Site Built,11,9/22/2021,1,2,Yes,Yes,8/13/2021,No,No,3,27713,Yes,Yes,Durham - Parkwood,Durham - Hillside,Durham - Lowes Grove,Durham,Yes
Southland Park,"1,931",1972,3,2,0,Detached,"$370,000","$370,100",0-.25 Acres,"9,147.60",0.21,No,Site Built,47,9/22/2021,1,0,,Yes,7/14/2021,Yes,No,2,27707,Yes,,Durham - Hope Valley,Durham - Jordan,Durham - Githens,Durham,No
Valley Crest,"1,746",2006,3,2,1,Attached,"$320,000","$345,000",0-.25 Acres,"2,308.68",0.053,No,Site Built,1,9/22/2021,1,1,Yes,Yes,8/12/2021,No,No,3,27713,Yes,Yes,Durham - Hope Valley,Durham - Jordan,Durham - Githens,Durham,Yes
Woodcroft,"1,141",1986,2,2,0,Attached,"$200,000","$213,000",0-.25 Acres,"3,920.40",0.09,No,Site Built,2,9/22/2021,1,0,Yes,Yes,9/12/2021,Yes,No,2,27713-9107,Yes,Yes,Durham - Southwest,Durham - Jordan,Durham - Githens,Durham,Yes
Colonial Heights,"1,769",1957,3,2,1,Detached,"$375,000","$360,000",.26-.5 Acres,"17,859.60",0.41,No,Site Built,18,9/23/2021,1,2,,Yes,7/28/2021,Yes,No,3,27704-4527,Yes,No,Durham - Glenn,Durham - Northern,Durham - Carrington,Durham,No
Fletcher Hills,"1,542",1969,3,2,0,Detached,"$295,000","$245,000",.51-.75 Acres,"23,914.44",0.549,No,Site Built,8,9/23/2021,1,0,,Yes,8/24/2021,Yes,No,2,27703,No,No,Durham - Spring Valley,Durham - Southern,Durham - Neal,Durham,No
Not in a Subdivision,"1,270",1997,3,2,0,Detached,"$225,000","$260,000",0-.25 Acres,"7,405.20",0.17,No,Site Built,5,9/23/2021,1,0,,Yes,8/14/2021,Yes,No,2,27707-3888,Yes,No,Durham - Hope Valley,Durham - Jordan,Durham - Githens,Durham,Yes
Grove Park,"2,254",1996,4,2,1,Detached,"$435,000","$430,000",0-.25 Acres,"10,454.40",0.24,No,Site Built,13,9/23/2021,1,2,Yes,Yes,8/9/2021,No,No,3,27703,Yes,,Durham - Oakgrove,Durham - Southern,Durham - Neal,Durham,Yes
Creekside Commons,"2,339",2021,3,2,1,Attached,"$354,576","$365,562",0-.25 Acres,"2,178.00",0.05,No,Site Built,0,9/23/2021,0,2,Yes,No,12/14/2020,No,Yes,3,27707,Yes,Yes,Durham - Creekside,Durham - Jordan,Durham - Githens,Durham,Yes
Not in a Subdivision,"1,213",1974,3,2,0,Detached,"$275,000","$255,000",.51-.75 Acres,"25,264.80",0.58,No,Site Built,7,9/23/2021,0,1,No,Yes,8/18/2021,Yes,No,2,27704-2448,Yes,No,Durham - Glenn,Durham - Northern,Durham - Lucas,Durham,No
Brandon Ridge Spring Hill,990,1986,2,2,0,Condo,"$170,000","$170,000",0-.25 Acres,0.00,0.0,No,Site Built,3,9/23/2021,1,0,Yes,Yes,9/7/2021,Yes,No,2,27713,Yes,Yes,Durham - Creekside,Durham - Jordan,Durham - Githens,Durham,Yes
Northgate Park,800,1941,2,1,0,Detached,"$299,000","$320,000",0-.25 Acres,"9,016.92",0.207,No,Site Built,2,9/23/2021,0,0,,Yes,8/29/2021,Yes,No,1,27704,Yes,,Durham - Glenn,Durham - Riverside,Durham - Brogden,Durham,No
Crooked Creek,"1,392",1999,3,2,0,Detached,"$350,000","$365,000",0-.25 Acres,"10,236.60",0.235,No,Site Built,1,9/23/2021,1,2,Yes,Yes,8/19/2021,Yes,No,2,27713,Yes,Yes,Durham - Creekside,Durham - Hillside,Durham - Githens,Durham,Yes
Woodlake,"1,459",1995,3,2,1,Detached,"$340,000","$337,500",0-.25 Acres,"6,969.60",0.16,No,Site Built,16,9/23/2021,1,1,Yes,Yes,8/5/2021,No,No,3,27713,Yes,,Durham - Parkwood,Durham - Hillside,Durham - Lowes Grove,Durham,Yes
Creekside at Bethpage,"2,209",2019,3,3,0,Attached,"$445,000","$445,000",0-.25 Acres,"3,484.80",0.08,No,Site Built,5,9/23/2021,0,2,Yes,Yes,8/1/2021,Yes,No,3,27703,Yes,Yes,Durham - Parkwood,Durham - Hillside,Durham - Lowes Grove,Durham,Yes
Not in a Subdivision,"1,180",1930,3,1,0,Detached,"$249,999","$249,999",0-.25 Acres,"6,185.52",0.142,No,Site Built,33,9/23/2021,0,0,,Yes,6/22/2021,Yes,No,1,27701-2650,Yes,,Durham - Eastway,Durham - Northern,Durham - School for Creative Studies,Durham,No
Hope Valley Farms,"1,856",2005,3,3,1,Attached,"$300,000","$332,500",0-.25 Acres,"1,306.80",0.03,Yes,Site Built,2,9/23/2021,1,0,Yes,Yes,8/17/2021,No,No,4,27713,Yes,Yes,Durham - Southwest,Durham - Jordan,Durham - Githens,Durham,Yes
Andrews Chapel,"1,884",2021,3,2,1,Attached,"$370,187","$370,187",0-.25 Acres,"2,178.00",0.05,No,Site Built,0,9/23/2021,1,1,Yes,Yes,5/11/2021,No,Yes,3,27703,Yes,Yes,Durham - Spring Valley,Durham - Southern,Durham - Neal,Durham,Yes
Orchard Ridge,"3,441",2012,5,3,0,Detached,"$439,000","$458,000",0-.25 Acres,"5,270.76",0.121,No,Site Built,4,9/23/2021,1,2,Yes,Yes,8/9/2021,No,No,3,27703,Yes,Yes,Durham - Spring Valley,Durham - Southern,Durham - Neal,Durham,Yes
Hope Valley Farms,"1,892",1992,3,2,1,Detached,"$325,000","$376,000",0-.25 Acres,"10,018.80",0.23,No,Site Built,4,9/23/2021,1,2,Yes,Yes,8/11/2021,No,No,3,27713-8105,Yes,Yes,Durham - Hope Valley,Durham - Jordan,Durham - Githens,Durham,Yes
Cedar Valley,"2,085",1993,3,2,1,Detached,"$279,900","$286,500",0-.25 Acres,"9,147.60",0.21,No,Site Built,0,9/23/2021,1,0,,Yes,8/5/2021,Yes,No,3,27707,Yes,No,To Be Added,To Be Added,To Be Added,Durham,No
Millpointe,"1,594",1950,3,2,0,Detached,"$366,420","$400,000",.51-.75 Acres,"24,393.60",0.56,No,Site Built,3,9/23/2021,0,0,,Yes,8/19/2021,Yes,No,2,27713,Yes,,Harnett - Highland,Harnett - West Harnett,Harnett - West Harnett,Durham,No
Hope Valley North,"1,326",1979,3,2,0,Detached,"$319,900","$320,000",0-.25 Acres,"10,890.00",0.25,No,Site Built,4,9/23/2021,1,2,,Yes,8/5/2021,Yes,No,2,27707-4556,Yes,No,Durham - Hope Valley,Durham - Jordan,Durham - Githens,Durham,No
Grove Park,"1,471",1999,3,2,0,Detached,"$275,500","$326,000",0-.25 Acres,"7,274.52",0.167,No,Site Built,1,9/23/2021,1,2,Yes,Yes,8/18/2021,Yes,No,2,27703,Yes,Yes,Durham - Oakgrove,Durham - Southern,Durham - Neal,Durham,Yes
Not in a Subdivision,888,1940,2,1,0,Detached,"$125,000","$80,000",.76-.99 Acres,"36,372.60",0.835,No,Site Built,30,9/23/2021,0,0,,Yes,8/12/2021,Yes,No,1,27704,No,No,Durham - Glenn,Durham - Southern,Durham - Neal,Durham,No
Lakeshore,"1,736",2021,3,2,1,Attached,"$345,640","$345,640",0-.25 Acres,"3,528.36",0.081,No,Site Built,0,9/23/2021,0,2,Yes,Yes,9/15/2021,No,Yes,3,27703,Yes,Yes,Durham - Bethesda,Durham - Hillside,Durham - Lowes Grove,Durham,Yes
Fortunes Ridge Homeplace,"1,052",1984,2,2,0,Attached,"$235,000","$240,000",0-.25 Acres,"1,742.40",0.04,No,Site Built,3,9/23/2021,1,0,Yes,Yes,8/17/2021,Yes,No,2,27713,Yes,Yes,Durham - Southwest,Durham - Jordan,Durham - Githens,Durham,Yes
Willow Hill,"1,633",1975,3,2,0,Detached,"$299,000","$320,000",.26-.5 Acres,"21,692.88",0.498,No,Site Built,3,9/23/2021,1,0,,Yes,8/26/2021,Yes,No,2,27712,No,No,Durham - Little River,Durham - Northern,Durham - Carrington,Durham,No
Swanns Mill,"1,917",2008,4,2,1,Detached,"$285,000","$300,000",0-.25 Acres,"6,098.40",0.14,No,Site Built,3,9/23/2021,1,2,Yes,Yes,7/25/2021,No,No,3,27704,Yes,Yes,Durham - Eno Valley,Durham - Northern,Durham - Lucas,Durham,Yes
Greenwood,"1,594",1989,3,2,1,Detached,"$272,000","$285,000",.26-.5 Acres,"14,026.32",0.322,No,Site Built,2,9/23/2021,0,1,,Yes,8/20/2021,Yes,No,3,27703,No,No,Durham - Oakgrove,Durham - Southern,Durham - Neal,Durham,Yes
Scarsdale,"1,881",1959,3,2,0,Detached,"$235,000","$296,000",.26-.5 Acres,"17,990.28",0.413,No,Site Built,3,9/23/2021,1,0,,Yes,7/20/2021,Yes,No,2,27705,Yes,No,Durham - Holt,Durham - Riverside,Durham - Carrington,Durham,Yes
751 South,"2,412",2021,4,3,1,Detached,"$650,000","$650,000",0-.25 Acres,"5,183.64",0.119,No,Site Built,0,9/24/2021,1,2,Yes,Yes,5/25/2021,Yes,Yes,4,27713,No,Yes,Durham - Creekside,Durham - Jordan,Durham - Githens,Durham,Yes
Brandi Forest,"1,691",1980,3,2,0,Detached,"$339,900","$355,000",.51-.75 Acres,"22,651.20",0.52,No,Site Built,6,9/24/2021,1,0,,Yes,7/15/2021,Yes,No,2,27712,No,No,Durham - Eno Valley,Durham - Northern,Durham - Lucas,Durham,No
Summer Meadow,"1,613",2004,3,2,1,Detached,"$255,500","$287,500",0-.25 Acres,"6,359.76",0.146,No,Site Built,0,9/24/2021,1,2,Yes,Yes,8/23/2021,No,No,3,27704,Yes,Yes,Durham - Eno Valley,Durham - Northern,Durham - Carrington,Durham,Yes
Parkwood,"1,257",1977,3,1,1,Detached,"$284,999","$320,000",.26-.5 Acres,"13,503.60",0.31,No,Site Built,5,9/24/2021,1,0,Yes,Yes,8/12/2021,Yes,No,2,27713,Yes,Yes,Durham - Parkwood,Durham - Hillside,Durham - Lowes Grove,Durham,No
Not in a Subdivision,704,1945,1,1,1,Detached,"$700,000","$750,000",3-5.9 Acres,"167,270.40",3.84,No,Site Built,29,9/24/2021,1,0,,Yes,6/25/2021,Yes,No,2,27713,Yes,,Durham - Parkwood,Durham - Hillside,Durham - Lowes Grove,Durham,No
Crooked Creek,"1,550",1999,3,2,1,Detached,"$365,000","$365,000",.26-.5 Acres,"13,503.60",0.31,No,Site Built,1,9/24/2021,1,1,Yes,Yes,8/20/2021,No,No,3,27713,Yes,,Durham - Creekside,Durham - Hillside,Durham - Githens,Durham,Yes
Woodcroft,"1,687",1987,3,2,1,Detached,"$349,900","$410,000",0-.25 Acres,"10,628.64",0.244,No,Site Built,3,9/24/2021,1,0,Yes,Yes,8/20/2021,No,No,3,27713,Yes,Yes,Durham - Southwest,Durham - Jordan,Durham - Githens,Durham,Yes
Cardinal Lake,"1,830",2007,3,2,1,Detached,"$280,000","$307,000",0-.25 Acres,"7,579.44",0.174,No,Site Built,4,9/24/2021,0,2,Yes,Yes,8/5/2021,No,No,3,27704,Yes,Yes,Durham - Merrick-Moore,Durham - Southern,Durham - Neal,Durham,Yes
Village Squire,"1,122",1999,2,2,1,Detached,"$260,000","$260,000",0-.25 Acres,"3,484.80",0.08,No,Site Built,4,9/24/2021,1,0,,Yes,7/5/2021,No,No,3,27713,Yes,No,Durham - Parkwood,Durham - Hillside,Durham - Lowes Grove,Durham,Yes
Andrews Chapel,"1,884",2021,3,2,1,Attached,"$360,257","$360,257",0-.25 Acres,"2,178.00",0.05,No,Site Built,0,9/24/2021,1,1,Yes,Yes,5/11/2021,No,Yes,3,27703,Yes,Yes,Durham - Spring Valley,Durham - Southern,Durham - Neal,Durham,Yes
Hope Creek,"3,024",2001,5,3,0,Detached,"$555,000","$598,000",0-.25 Acres,"10,018.80",0.23,No,Site Built,1,9/24/2021,1,2,Yes,Yes,9/4/2021,No,No,3,27705,Yes,,Durham - Forest View,Durham - Jordan,Durham - Githens,Durham,Yes
Treyburn Forest,"2,513",2006,4,2,1,Detached,"$499,000","$530,000",.26-.5 Acres,"16,552.80",0.38,No,Site Built,12,9/24/2021,1,2,Yes,Yes,7/23/2021,Yes,No,3,27712,Yes,Yes,Durham - Little River,Durham - Northern,Durham - Lucas,Durham,Yes
Joseph A Robb,"1,728",1965,3,2,0,Detached,"$289,000","$340,000",.26-.5 Acres,"20,734.56",0.476,No,Site Built,0,9/24/2021,1,0,,Yes,8/31/2021,Yes,No,2,27707-2407,Yes,No,Durham - Forest View,Durham - Jordan,Durham - Githens,Durham,No
Enclave at Leesville,"2,807",2021,3,3,1,Detached,"$550,890","$550,920",.26-.5 Acres,"16,465.68",0.378,No,Site Built,0,9/24/2021,2,2,Yes,Yes,2/9/2021,Yes,Yes,4,27703,Yes,Yes,Durham - Spring Valley,Durham - Southern,Durham - Neal,Durham,Yes
Belgreen,"1,959",2020,3,2,1,Detached,"$419,000","$410,000",0-.25 Acres,"4,356.00",0.1,No,Site Built,7,9/24/2021,1,2,Yes,Yes,9/4/2021,No,No,3,27713,Yes,Yes,Durham - Parkwood,Durham - Hillside,Durham - Lowes Grove,Durham,Yes
Woodcroft,"1,080",1988,2,2,1,Detached,"$275,000","$275,000",0-.25 Acres,"3,049.20",0.07,No,Site Built,36,9/24/2021,1,0,Yes,Yes,7/16/2021,No,No,3,27713,Yes,Yes,Durham - Southwest,Durham - Jordan,Durham - Githens,Durham,Yes
Not in a Subdivision,"1,362",1996,3,1,1,Detached,"$184,000","$205,000",0-.25 Acres,"5,662.80",0.13,No,Site Built,2,9/24/2021,0,0,,Yes,8/9/2021,No,No,2,27704,Yes,No,Durham - Eno Valley,Durham - Northern,Durham - Carrington,Durham,No
Swanns Mill,"3,143",2008,5,2,1,Detached,"$380,000","$385,000",0-.25 Acres,"7,840.80",0.18,No,Site Built,7,9/24/2021,1,2,No,Yes,8/19/2021,No,No,3,27704,No,Yes,Durham - Eno Valley,Durham - Northern,Durham - Lucas,Durham,Yes
Oak Brook,"2,301",1988,4,2,1,Detached,"$419,000","$440,000",.26-.5 Acres,"11,804.76",0.271,No,Site Built,2,9/24/2021,1,2,Yes,Yes,8/11/2021,No,No,3,27713,Yes,Yes,Durham - Hope Valley,Durham - Jordan,Durham - Githens,Durham,No
Bowden Rebekah Prop,870,1961,3,1,0,Detached,"$131,500","$131,500",0-.25 Acres,"10,018.80",0.23,No,Site Built,7,9/24/2021,1,0,,Yes,9/13/2021,Yes,No,1,27704,Yes,,Durham - Glenn,Durham - Northern,Durham - Lucas,Durham,No
Andrews Chapel,"3,169",2018,3,2,1,Detached,"$615,089","$615,089",0-.25 Acres,"6,098.40",0.14,No,Site Built,15,9/24/2021,1,2,,Yes,9/1/2021,No,No,3,27703,Yes,No,Durham - Spring Valley,Durham - Southern,Durham - Neal,Durham,Yes
Parkside,"2,435",1990,3,2,1,Detached,"$385,000","$373,000",0-.25 Acres,"10,018.80",0.23,No,Site Built,59,9/24/2021,1,2,,Yes,7/6/2021,No,No,3,27707-2961,No,No,Durham - Lakewood,Durham - Jordan,Durham - Brogden,Durham,No
Not in a Subdivision,"1,600",2015,3,2,1,Detached,"$425,000","$412,500",.26-.5 Acres,"14,374.80",0.33,No,Site Built,12,9/27/2021,1,0,,Yes,8/18/2021,Yes,No,3,27705,Yes,No,Durham - E.K. Powe,Durham - Riverside,Durham - Brogden,Durham,No
The Pointe at Stratford Lakes,"1,858",2021,3,3,1,Attached,"$320,630","$320,630",0-.25 Acres,"1,611.72",0.037,No,Site Built,0,9/27/2021,0,1,Yes,Yes,3/5/2021,No,Yes,4,27713,Yes,Yes,Durham - Southwest,Durham - Hillside,Durham - Lowes Grove,Durham,Yes
Cresset Overlook,"2,935",2021,5,4,0,Detached,"$506,840","$509,189",0-.25 Acres,"5,227.20",0.12,No,Site Built,0,9/27/2021,1,2,Yes,Yes,1/17/2021,No,Yes,4,27707,Yes,Yes,Durham - Forest View,Durham - Jordan,Durham - Githens,Durham,Yes
Highland Park,"1,957",2021,3,2,1,Attached,"$333,420","$329,375",0-.25 Acres,"4,356.00",0.1,No,Site Built,0,9/27/2021,0,1,Yes,Yes,11/27/2020,No,Yes,3,27713,Yes,Yes,Durham - Southwest,Durham - Hillside,Durham - Lowes Grove,Durham,Yes
Not in a Subdivision,"1,494",1952,3,2,0,Detached,"$565,000","$625,000",.26-.5 Acres,"11,325.60",0.26,No,Site Built,3,9/27/2021,1,0,,Yes,9/1/2021,Yes,No,2,27705,Yes,No,Durham - E.K. Powe,Durham - Riverside,Durham - Brogden,Durham,No
751 South,"2,446",2021,3,2,1,Detached,"$498,000","$498,000",0-.25 Acres,"3,179.88",0.073,No,Site Built,0,9/27/2021,2,2,Yes,Yes,4/23/2021,No,Yes,3,27713,No,Yes,Durham - Creekside,Durham - Jordan,Durham - Githens,Durham,Yes
Andrews Chapel,"2,227",2021,4,3,1,Attached,"$413,172","$413,172",0-.25 Acres,"1,742.40",0.04,No,Site Built,0,9/27/2021,0,2,Yes,Yes,4/16/2021,No,Yes,4,27703,Yes,Yes,Durham - Spring Valley,Durham - Southern,Durham - Neal,Durham,Yes
